Type	detailedcategory	MRM3	RBM15B	HNRNPA2B1	TYW3	TRMT44	THUMPD1	ADAD2	TRMT112	TRMT2A	TRMT5	RPUSD3	TRMT61A	DKC1	VIRMA	TRMT6	NSUN2	NFS1	METTL27	ALKBH3	MRM2	METTL16	RPUSD2	METTL5	BUD23	METTL4	THUMPD3	BCDIN3D	HSD17B10	TRMT61B	CMTR2	NSUN7	YRDC	ADARB1	FBLL1	SPOUT1	PUS7	YTHDF3	PUS1	NSUN6	ADARB2	RPUSD1	NAT10	FTSJ1	ALKBH1	MRM1	OSGEP	APOBEC1	METTL15	TRMT10B	ADAD1	ADAT2	CIAO1	ADAT1	CBLL1	HNRNPC	GTPBP3	DIMT1	FTSJ3	QTRT1	TRMT13	SERGEF	DUS2	TRMT12	TRDMT1	TRMT1	RRP8	TRMT9B	MPST	ELP5	TP53RK	RBM15	ADAR	NSUN4	NSUN3	ALKBH8	TFB1M	CMTR1	MTO1	TRMT1L	ADAT3	EMG1	TPRKB	METTL14	ZCCHC4	HENMT1	PCIF1	WDR6	YTHDC2	METTL3	TFB2M	LCMT2	ZC3H13	MOCS3	WTAP	ELP4	NSUN5	TRMT11	NOP2	FBL	YTHDF1	YTHDC1	ELP3	PUS3	TRMT10C	APOBEC3A	TGS1	TRMO	METTL8	FTO	NUBP1	ELP1	TRUB1	PUS7L	TRMU	JMJD6	METTL6	APOBEC3G	TARBP1	YTHDF2	TRIT1	TRUB2	WDR4	CDK5RAP1	RPUSD4	PUSL1	CDKAL1	EIF3A	THG1L	METTL9	MEPCE	TRMT2B	METTL17	ALKBH2	OSGEPL1	METTL2B	CTU1	RNMT	THUMPD2	TRMT10A	LAGE3	ALKBH5	METTL2A	PUS10	ISCU	METTL1	CTU2
Normal	KIRP	3.73669654616075	3.34352344328891	8.43248190184882	3.44641197391269	2.5707032471075	4.16117832568257	0.334563781792921	7.38783998321735	4.64792442783871	2.15737572768776	4.65714272985138	3.07574221495095	4.04186136525036	4.03303381291601	3.11282417151452	4.42163878692411	5.33957618741915	2.93567329722993	4.12523462044981	4.03838627246494	3.22355882695855	2.89940583367484	4.88265269669534	5.88806868745225	2.37876255592152	4.35336484007451	1.7701723831624	6.91004634264365	3.29735900094124	3.21891641625545	2.12135341963986	3.32784694038435	2.6895051395286	0.177594444932951	4.77931642103012	1.88398083168576	4.00094633730358	3.44904619030034	2.4701381416474	0.517035787641703	3.58630857403672	3.71488033211485	4.16117832568257	2.70726974327681	2.39809784211839	4.37439149767908	0.00144195847435361	2.47276114991763	2.49847249412187	0.00144195847435361	1.50640555355909	5.30379386674185	4.30822539408497	2.90512300656363	8.0031342852207	3.19546416200783	3.2220409183919	4.64965267357111	5.27017753275962	2.36206576402517	5.03479511963836	3.00914357130495	2.87398116541428	1.56119481174553	3.93270905817428	3.62072341890852	2.31936866296544	5.75702671555696	4.97366138049295	2.51874961560534	1.64660268646468	5.67246829318553	3.66349875624102	2.11473451004493	1.82415944472687	3.14257987535658	4.0747604654542	3.95243674381913	3.09267827662211	2.05694469542267	3.87196314864247	4.56813657696708	3.41565512739711	2.07414559282267	1.56609142089395	4.66165674440259	6.3565148112507	2.82394573992074	4.22583959078506	3.53496336901548	2.63485891392142	3.40206741681146	1.35672521132405	5.29580203585034	3.32352569182999	3.92897133463989	3.21739909454268	3.58750038642672	6.58124606374233	4.21732200573967	4.88661390519795	4.09179265864129	2.6828326076346	3.68718711577905	0.476111032184676	2.70726974327681	3.451680891584	2.16700535149479	4.53922251702061	4.82733278559393	3.74965105073292	3.30023382875122	1.25760108699143	4.07814707855542	4.17477724187172	2.74870370072347	2.31641073747187	3.48552040601616	4.88072053827147	3.36607973431982	4.74262163705148	2.43320098511334	4.14739827935149	3.58145057260206	3.12114068526344	2.4675161831675	5.44226844701702	2.42253549515551	6.70410366423557	5.13670253127705	3.20491082984704	5.20524542675625	3.5681674451027	2.56338824404014	3.08253108832021	1.22094296829716	3.11786641864152	2.51874961560534	1.95645095524207	4.17798919660995	5.65335317901492	3.00380265832411	1.84437914807725	7.85056414432353	4.5472622473821	3.1161854142136
Normal	LAML	3.64453529613828	3.06107740852235	9.80691154707955	4.70711707582232	3.03931523403873	5.29760497491549	0.00861222035750265	8.05897004413795	6.95894327712461	3.77832331394182	6.02359859110243	2.51627540762385	7.36706567918045	5.03280789285875	3.21351743574802	6.45182577998391	5.01531254214335	0.590717550149936	4.38272091006245	5.0472548146237	3.29367659606742	3.91468085573555	7.21072240935731	7.17059903458111	3.767247480751	6.35528018354916	2.19252787295276	6.76487748365683	3.62361761325747	3.395866949178	0.00144195847435361	5.23098485855726	3.31191954233245	0.0299821846362608	5.4637174010553	4.68822431996092	4.53300270228462	4.8495291668036	3.83905574717996	0.0228823334384562	3.7469674933639	5.62341651592831	5.44563919312696	3.18202023348688	3.51738431698521	5.28781139935331	0.00144195847435361	3.42907465058723	3.04195053717234	0.00144195847435361	4.46113323240592	5.81019368962089	4.16438849939926	5.17893541755119	9.52490968360536	5.36918430163294	5.21147233547273	4.67587488030017	4.83519653804253	3.5198943728896	4.55372419822817	3.75497439512707	3.46154261190777	2.37738973339698	5.46239795195638	4.87386213662984	0.0157824822406517	4.84827414027454	5.25537343932271	3.2914317180757	4.06056101889328	5.76532094312457	5.00901387609638	2.69732581941697	2.34228374422149	4.499579964121	5.34133177166286	4.99390087098149	5.03145052826902	1.92635521568058	4.55559134040056	6.28319437618877	4.4373257914429	3.57540307033593	0.00144195847435361	4.46633622959133	5.23113083868915	3.65373861602565	5.41379553658036	5.13670350764731	2.76890535112637	4.00324343857483	1.82415944472687	6.17106187833991	4.68683066091774	5.65134412466072	4.59846629367562	5.32109727150291	9.0319586707203	4.86594254593434	5.49333776905684	4.83900833541156	4.12316081033917	4.96006067618062	0.04404397111925	4.1260830625221	3.17490396214628	3.68266811364546	3.24500932739416	4.5610971785162	4.63261408130018	2.90806962906543	2.87394837281652	4.63779736552797	5.16133808172452	4.08671005230095	3.05584305163296	4.69384793961675	6.10392931184604	6.01011016783753	5.46586754273333	5.0112425038762	5.20441857002796	4.65138131030799	4.88468156076128	3.81925395337633	6.4883592055257	4.04233105264011	6.09885431191529	5.08431424555215	3.66174880081465	5.90350503929059	4.75518640825369	2.430553841829	5.09110873201812	1.62102571356631	4.92228179003284	4.15386261298644	3.05500615290673	6.13093474984707	5.56118388889629	4.58351358698073	2.77419436451124	5.88924844137622	4.22503507825231	4.92818102281788
Normal	LGG	3.10283507963066	3.02342893228248	8.18147798807728	3.04191100419724	2.75402557869334	3.37999396459282	1.26962112381024	6.72331883981349	5.0987287582852	1.73375313515564	4.99530541214818	3.38351932899314	3.58809660521245	3.971855559149	2.78051577175974	4.43765958428495	5.21633762127646	0.795742147195517	4.01266883533972	3.80592581349827	2.99658393123033	2.71277643881821	5.11353594416945	4.99893796707071	2.18936388353754	4.15754405828054	1.54649029599856	4.69490545366907	3.26089656411193	1.63505501824149	0.22774571519251	2.90611959124811	3.83249923408205	4.56291674210076	4.52204914128189	2.08609474894728	3.12198156295622	3.64623931097155	3.13190189006056	3.01006323361645	4.31221368541848	4.0713273455199	4.20369981981406	2.16063530301392	2.04996104168859	5.21896628360541	0.00144195847435361	2.01110626855662	2.78051500631811	0.00144195847435361	1.63041401222813	4.94090101471679	3.62366363916414	2.58156499074308	7.23356835292361	3.44041881282063	3.46481623209546	3.65889401388007	6.10057879087884	2.01114240591966	6.59163719264075	2.78889282694134	2.2144084424207	1.12498491562881	4.82381153543385	3.27734419386407	2.55966334175411	3.79451026188346	4.82250926408807	1.94148282813111	1.02929144876304	5.49138235203667	2.65674656283622	1.65580461765362	1.55383397147413	2.81373226605352	4.53204596290005	3.45223408677457	2.51499471829625	1.13156216737685	3.07226141527119	4.14169057654406	2.33370005304684	1.64660268646468	3.31556267058012	4.29764028640047	5.92504187359166	2.97286437725774	4.54108899892491	2.11804396484239	1.69419841603532	3.544835009123	1.29041607991754	4.83345962110163	2.79616581107632	3.80281502660901	3.32496666597073	4.03833938325952	5.62444522000653	4.11401922083371	4.60560958272123	4.09941888459531	2.08781483470604	3.38971448389376	0.282128080425518	1.94525678459597	2.64405190937886	1.63505501824149	5.14651665203712	3.20883452828684	4.48739695319425	2.80237922397125	1.50129118783706	4.75841238461166	3.63064872967326	3.20727369927757	1.02572959194003	5.6608025751618	4.05012872656683	3.26842307973914	4.47679268242162	2.09454957468402	4.57206397586055	3.4176491224814	3.26394224630635	1.58060319419518	4.32883835891044	1.42275885194842	5.43230398336106	4.51353767342283	1.91685365714311	4.97390342538854	3.59346083164385	2.34798640204051	2.76681184967746	1.68974474247356	4.21964044734121	2.79514085188377	1.30509664978594	5.7393125852504	5.53906621507273	2.6726665983732	1.5315363205325	7.77943147257602	2.9902452000622	3.85459480645106
Normal	LIHC	3.23508390978821	2.20664762849398	7.45668621070574	2.32224810375915	1.99493147370022	2.82798291623901	0.125650237911995	6.40576696266647	4.93882118236271	1.32536039887457	3.96310454505652	2.28715491683179	3.17730538219328	3.82334274547074	1.74664301510399	4.82125515943641	4.64302846862852	0.975245972176032	3.33000812179233	3.11034839922921	2.25884084603682	2.13454120612354	4.07471383322165	4.74931268005687	1.41468553096629	3.50853660884624	1.23941702599893	6.8494156570377	2.4412328322471	2.52254811034375	0.215363452397449	2.65670518488243	1.71854171846239	0.202885150033924	4.50498078637296	1.75747281883042	3.45758815265778	3.50343346159487	4.06230021117586	0.112369091855629	2.60074803937511	3.05500572004209	3.15881925071677	1.97490160688699	1.8443813318589	3.96820432464149	0.00144195847435361	1.69419841603532	1.97121404889989	0.00144195847435361	2.22835416973293	4.36287724597541	3.07569868241919	1.88595418343747	7.04719973888757	3.22588073131769	2.45180656127153	3.47586995972439	4.92769752793018	2.15737679092296	3.73077763060533	2.3120966790763	1.54642892018708	0.481287694621743	3.79033301066396	3.56697709219073	1.07794825321167	7.34346072639237	4.40200657426989	1.82211544226671	1.33112189256855	4.61596782500635	2.35783861869186	1.438800019587	1.06421857532761	3.12110644184335	3.42372343709108	3.8365442123714	2.30332303530647	1.40654905674658	3.34852916124232	3.67308073563619	2.50868637046085	1.40651168409153	0.595505285059927	3.14178255379224	5.45931948227891	2.35217475412333	3.70721411740884	3.50155812092181	1.37348823886587	4.03571129834935	1.01149980360129	4.22309579327575	2.07586444622546	3.05848087334225	3.46872730651747	3.54611510493637	5.60700897056572	3.59405696085454	3.82794367545733	3.29803444057764	3.33428647185579	3.11450479286406	0.762141373072702	1.56364311631974	2.46227594866112	1.33110686567615	2.81777335822482	3.84003263220229	3.26694404830097	2.0289251216323	0.774830840178989	3.9175291467199	3.95285884232328	1.87815319779312	1.3679140632365	2.72706910265946	3.88808813590402	2.61960699602545	3.81823273568513	1.79948632282638	3.82436501241224	3.31340470322773	2.57070365513351	1.39012719295575	4.19415549795461	2.04996104168859	2.8208976698123	3.90459974493678	1.68526276014781	5.26301955985851	3.69106412115607	1.77650996438457	2.3801764055015	1.14790647966087	2.53379209606049	1.90342226006268	1.65120365205915	3.58566715411009	4.70961762494995	2.3294131054981	2.2391000569961	5.63762414718729	3.38071693731843	2.71057333603401
Normal	LUAD	3.19234705396638	3.69110785391531	8.90047218005538	3.41157741836867	3.12614293492482	4.30276618966561	0.288059892631429	7.47413691995014	5.61753881627661	2.02892370535125	4.61443300056981	3.18762739716416	4.50469386892196	4.60115100154537	2.98657443755265	5.29516859420189	4.21419971640515	1.84233693138796	4.4223061619771	3.96357102328156	3.73669654616075	2.58518909187362	4.89144517351391	5.83671685726592	2.55848809000969	4.27212038455559	1.62341424089943	5.87037459173874	3.03755851329586	3.19550912874388	2.16381931726312	3.46872730651747	5.15263893461554	0.138811973912688	4.72606793476437	2.57190938394444	4.28212617447009	3.71104701650377	2.94598114533493	0.903788785127249	3.54172676444647	4.11609222878465	4.83447278121813	2.94598006824949	1.9508505137988	5.27782472418358	0.00144195847435361	2.27825588456455	3.08848592592438	0.00144195847435361	3.40682175168222	5.16512925542618	4.2177005073648	3.2980329205651	8.1106788201881	4.27359020700827	3.86055315232226	4.56171968363386	5.23959989300407	2.94036981157649	4.76823680779547	3.45954250210919	2.66925178707567	1.82211544226671	4.93645104231306	3.97096596322244	2.10969975458435	5.71444119443098	4.72659704520107	2.86414155280277	2.18776384100175	6.21682804796654	3.5174299002277	2.4701381416474	1.81190915273224	3.09439996525548	4.91077582501384	3.84254392630885	2.94876534481796	2.15411827883201	4.37058471782057	4.61975665933121	3.35484199909135	2.49082263085436	2.43988636589801	5.22597220008551	6.78330753590238	3.69724389437014	5.68570480810114	2.83511837351177	2.0945507778548	3.72476827342437	1.22403130568257	6.16120113320552	2.94598006824949	4.22271619062308	3.56143914559773	4.79242341740435	6.97610504199642	4.66280939452096	5.62949101101504	3.83547500440856	2.8581911788058	3.28775275610877	3.87387324984886	2.98203051601197	3.58630857403672	2.41168562861258	4.66847734471845	4.70769445495933	4.28620545895587	2.3120966790763	1.34541647224912	5.04090364001715	5.20714267898988	3.05931719216484	3.55654260476365	4.49508884827818	5.16512926631846	3.70056664101757	3.57302178434848	2.63829968807181	4.95652805483103	3.8365442123714	3.45036354094217	2.72049198818836	5.62586588994041	2.88772254410282	5.73391568769473	4.80842778954514	3.0410719547816	6.14108817944074	3.70661536580864	2.49847249412187	3.17090284833903	1.62338413932944	3.58145057260206	3.49900523198716	1.68974474247356	4.17562747679299	5.49460890694407	3.05329049846213	2.34939300196534	7.26123505268648	3.93742944247145	3.57118952927038
Normal	LUSC	3.18121939862022	3.68266811364546	8.90271747466349	3.41429575845239	3.14098381514183	4.25936949910152	0.299837375364704	7.45574161965651	5.6322834924424	2.00032813689653	4.61002086203911	3.20339529008496	4.53108912474865	4.58202825599812	2.9691993461675	5.33382218504086	4.21656502505602	1.81598800653376	4.42364086677072	3.94588993540839	3.72911328043404	2.56097926937869	4.88999572579997	5.81947576935431	2.54621116272684	4.28838765421081	1.59504670741138	5.86349444165331	3.00380265832411	3.15074103366473	2.16063530301392	3.44105420617554	5.17071929676967	0.138811973912688	4.73559498106636	2.64409355835977	4.26609963019931	3.73133243717688	2.9691993461675	0.919150618104726	3.5274726395074	4.13673829818076	4.85300413596413	2.95995728381473	1.94525678459597	5.29063719897876	0.00144195847435361	2.26335154198192	3.10619314468535	0.00144195847435361	3.42508372207543	5.16799710512269	4.21959308314563	3.30023382875122	8.12248612442142	4.28838765421081	3.90310635654942	4.59343337178107	5.2551786753868	2.96178756706404	4.76082009389255	3.46086069403633	2.64871511076021	1.81190915273224	4.95652805483103	3.98014297449184	2.11473451004493	5.63022586091055	4.71596594153259	2.83004516791239	2.20508090286672	6.25511325444131	3.52372865791535	2.4701381416474	1.79948632282638	3.09267827662211	4.9231521145704	3.86898193575383	2.91474612237265	2.16063530301392	4.33425472001181	4.60234932822176	3.32784694038435	2.49082263085436	2.43320098511334	5.23035214217196	6.80069915733143	3.71709769580035	5.69629574955877	2.78684009996005	2.07414559282267	3.71053880895515	1.20224913152012	6.16494810187067	2.91856341264278	4.24042070444452	3.57183063637742	4.82019408276602	7.00150348100968	4.67472184081412	5.63404722467767	3.82896613499927	2.81373226605352	3.22507692702111	3.92037715503392	2.94132541160986	3.54236635531131	2.41440604202244	4.66799655382349	4.66742016029226	4.29208832340807	2.29598692980583	1.34541647224912	5.07427038267427	5.251380926947	3.04634433565104	3.56697709219073	4.50784866069751	5.15302768502729	3.70056664101757	3.57668568024749	2.68502800390941	4.96446469093712	3.86404529777732	3.46868176297751	2.71828676863368	5.61298333432795	2.87795454372733	5.73553470171269	4.76342059396582	3.03229057592326	6.15380619837837	3.73669654616075	2.44388442146921	3.16361561804281	1.64197803351695	3.58145057260206	3.5174299002277	1.68750218398174	4.13183441247628	5.46699152270269	3.01808054196842	2.31641073747187	7.2684875866495	3.92990570180721	3.59465313456789
Normal	OV	3.32208567438729	3.80332586804902	9.56915047081102	4.32157118943952	4.54075374064274	4.9850876062657	0.600270378692754	8.07660410396499	5.87632129368015	2.50988700315358	4.83138505598486	3.49390208473579	4.97477529570127	4.92856960589836	2.95327276087634	5.49568600076605	4.8276223558335	2.08269402434672	4.89410296658681	3.83398684328357	4.47158816905811	3.15398062863556	4.75008475730086	5.95898101480889	2.94315384499755	4.17439994085524	1.72070694227298	6.10003680783147	3.40202457793167	3.03656505321073	1.96752649091278	2.92043611030144	2.85819139677846	0.605035472325582	4.86372221333616	2.52499429744901	4.27392214341413	3.78722539356991	4.01130864174848	0.323032958128525	3.38763521251502	4.8074152010336	4.88173498396355	3.26018010655819	2.6647020513989	5.85528830495653	0.00144195847435361	2.50734038809717	3.94168261889648	0.00144195847435361	3.00555747589141	5.04570473089342	3.79195664859447	3.5041114462532	8.58401459372649	4.32598744715029	4.26609964112811	5.09130259645032	6.43788764959119	4.10441045764547	5.51284834399142	3.08844738978453	2.34794691258397	2.52882865092599	5.61166094363854	4.04533761757231	0.678931188448434	6.39578626974009	5.04114577340327	2.69288587547885	1.85438612945629	6.17757097912588	3.53304467420114	2.48954862696799	2.06211374647329	3.38623491619754	5.32987293089097	4.40843834402241	3.25789918616039	2.05516810971435	4.08111618109372	5.51333709370287	3.55960926826914	2.8391592698941	2.31645144015547	5.56974917808983	8.14505549486427	4.30457045416243	6.09890363641591	2.74113200124629	2.24207034205146	3.93556030337674	1.35672521132405	6.1344341346803	2.87383417327197	4.16766584635826	4.33064357587859	4.70630051654984	8.47610717297055	4.32161801268283	6.43146278106676	3.94963090579904	2.73679594462875	3.20174791522516	0.340267663356768	3.11450479286406	3.35976161863744	2.50092451833646	4.67905417085822	4.5629168544413	5.23935656295866	3.07741712357219	1.86630972076247	5.47842969115585	5.10775816397593	3.30028085269512	4.16316177829381	4.02064664147049	4.80760908905778	4.29246791080454	3.66630830067277	2.97469638334807	4.89096208165349	4.70134724054079	3.56024902605023	2.95995887374517	5.59231761254141	3.11786654616191	5.59310117769114	5.19853294664036	3.0322911708784	6.51466552072216	4.53391219748532	3.45163600622455	3.05324993788977	2.72258505070912	4.13263708847689	4.44834429499044	1.91112482487547	4.61711876755895	5.43914234368332	2.88767950507667	2.30918242419874	7.36815902981417	4.38138801284431	3.98009662671268
Normal	PAAD	3.14098381514183	2.92993763181598	7.60264167929929	2.54124015906555	2.16700535149479	3.31920587917204	0.215363452397449	5.88973999867109	4.94259406774107	1.54149660373924	3.66460409071022	2.34509422327777	3.98744996770818	3.58145057260206	2.16063530301392	4.15957339732986	3.47523287512091	2.18616379846596	3.53368420341231	2.45703887692643	2.45703887692643	1.61397307946482	4.49580480442187	4.62767198684964	1.33972306379555	3.08932424044019	1.33972306379555	4.84151754244595	1.8563756156752	2.18616379846596	1.99313358560847	2.62781462949995	1.74026251143784	0.311502134464128	3.81465517323458	1.97855668670139	2.67827490786813	3.24044725759425	2.56097926937869	1.39012719295575	2.78265115680247	3.30607531459759	3.87093830572272	1.74026251143784	1.65123430669913	4.08670991235585	0.00144195847435361	1.40651168409153	2.32224810375915	0.00144195847435361	2.43051256359595	4.12853428761286	2.73144217382435	2.05694469542267	6.67469144038773	3.44641197391269	3.1028349509504	3.451680891584	5.8639858553083	2.67608140967073	3.89732160748929	1.64660268646468	1.53657746929815	0.964205371445399	4.02336510345131	2.76787818877793	1.51146486108382	5.41921558970083	3.48943702296204	1.54149660373924	0.934316833422948	4.37791332188547	2.41977029873648	1.45469203653797	0.971585450373761	2.22681853460227	3.57906794679216	2.77001140964379	1.65580461765362	1.70090705846983	2.75935073861004	3.87093830572272	2.20508090286672	1.48080436772901	0.605035472325582	3.67363369818454	6.23231809371347	2.55848809000969	4.38134037865724	2.55118570709304	1.22711964306799	2.22681853460227	0.740717888653821	4.71981394497888	2.21134968599122	3.72144084519608	2.39809784211839	3.59226852871981	6.44910722454071	3.20339529008496	4.53922251702061	2.4622754215326	2.81373226605352	2.05694469542267	0.202885150033924	1.59504670741138	2.19248783993774	1.26962112381024	2.87398116541428	3.77725667271949	3.2358877440944	1.58063242295586	1.09828543970022	4.12768575801651	3.75066930181853	1.83227721953855	0.934316833422948	3.840031975783	3.62302034787212	3.42236328389664	2.79308459334215	2.11804282871767	3.53989829591246	3.92420672403231	2.93376102701917	1.65580461765362	5.24573349202374	2.36488563537897	4.03744715124743	3.22355882695855	1.81598800653376	5.10601038074886	3.05672108850646	1.62341424089943	2.23602702934715	1.29927067328998	2.51371588910103	2.27825588456455	1.63274967678846	3.73022282403378	4.05670702498976	2.08781483470604	1.44410716823717	5.403982088991	4.24345158246696	2.71828676863368
Normal	PCPG	3.93177456359999	3.33640362976821	8.97926139709243	3.37312508753245	2.29304112591968	3.74317262496145	0.323089961785028	8.78557300055708	5.44764218635068	2.09792055613607	4.76669555262952	3.13601973900136	4.42430825690571	4.39514794733562	3.96544290989388	4.7808581878719	5.42527100106914	0.757893979551343	4.04881317300975	4.17477724187172	3.82692105121496	3.63120003408784	5.13339928655494	6.32629218952813	1.91876509503679	4.58864082985559	1.76593401232012	7.267593425728	3.97733325829138	2.63947482364384	0.749308906679242	3.73345938990535	1.91112299567827	0.714576698990368	4.36953780532961	2.03247344313197	3.86004101579129	4.25785308832014	2.92429223463677	0.423298139136794	3.13601973900136	4.40467425577466	5.20641291274691	2.91856341264278	3.0654348835302	4.46342434154267	0.00144195847435361	2.52882820409465	2.33939436816787	0.00144195847435361	1.86035877955103	5.57870703910228	3.76984165007216	2.35643001435669	8.36149314320597	3.67142192013133	3.43842146607735	4.2040781117918	5.5690148827259	2.20508090286672	4.85059071315797	2.88573352674792	2.49592156772247	1.00070016982105	4.27359010913067	3.92897133463989	0.138811973912688	6.02345089630231	5.11484696011456	3.27519083290077	1.45996945278123	4.65080488512499	3.68377469767396	1.91494221924943	1.47561173938283	4.49322458325795	4.02599307155722	3.20018655193584	2.82600704501884	1.75747281883042	4.62066799893997	4.85155606489975	3.02878010454367	2.25425441869499	1.46519413492305	4.65310942265879	6.53029351686022	2.74223700141927	4.43565619133911	4.24496715462724	2.2512517475215	2.86215765969683	1.48080436772901	5.33635777533837	3.09612165388885	3.79088958607144	3.05329035157773	4.18989596284966	7.23858484817895	4.08755695908927	4.17562742443519	4.02158201796666	3.07230533264496	4.46141959844767	0.0717606770123363	2.08437466318853	3.33496211157165	2.03595039285361	4.95517316436757	5.70571120596158	6.38081710984786	4.36040369695739	1.00070016982105	4.2327503855527	5.67384085607608	3.1028349509504	3.07230533264496	2.96553635658393	5.09513681330406	3.09100112893181	4.85899004849915	2.59477908002987	4.28620544817014	3.52117232386428	3.32208559454448	1.89566336586581	5.35859777517681	3.4634975592273	6.90231137479776	5.61092627339487	2.53130881261793	5.85730288055516	3.87000667668485	3.10955236578364	2.91665457478058	1.61397307946482	3.17330327315652	2.56338824404014	1.74026251143784	5.5919258570696	5.76340678890764	2.73790035814144	1.75317967788829	8.3456417531308	5.61827320031592	3.4647707006693
Normal	PRAD	3.44173555240145	3.74321892279178	8.70760497168192	3.77938931802032	3.33789105805435	5.0323714594679	1.22403130568257	7.57125577945089	6.03462747558342	2.27234562949242	4.88197646770297	4.0605621685633	4.67928619626823	4.79001371511267	3.05931719216484	5.18131844979719	4.62560903140086	2.96087242543939	4.92344225956602	4.03833933334066	4.16835543226962	2.9865754405612	5.25839236518394	5.97890764008405	2.90997672892355	4.57508185009507	2.09454957468402	6.00134868013627	3.50219598776453	3.35980527215083	2.52630763071927	3.3126029706628	3.8768105667606	0.89599656919792	5.46860429325787	2.59240283288207	4.18039845021551	4.00905760087207	3.40066520035453	0.696897432855006	3.94074750732663	4.44233346986062	4.6415884361368	3.21115422911871	2.47407317820404	5.4329885248711	0.00144195847435361	2.51120231825453	3.58750043109691	0.00144195847435361	2.87299452476076	5.01351967560124	4.33919751959249	3.39518806814622	8.16329125280286	4.29023835354737	4.17917109155418	4.92508645287623	6.08776922157983	3.4060196034652	5.5306518221624	3.09863868893013	2.76787818877793	1.76382260099641	5.24208286992745	4.52013637071834	1.48337376028688	5.66536090636235	5.20281326202339	3.29951508130099	1.53405689491533	5.86948995515375	3.59226870686433	2.46358534874943	1.93959758577268	3.28627266531485	4.86990213457713	4.04359918221085	2.85022128113387	2.58877431521833	4.30091521507395	5.08494508613576	3.26465978667696	2.48055437564032	2.02360476615631	4.96930481810436	7.5699133226419	3.50917474906997	5.76051123967514	3.0445439466825	2.38155237197047	3.68829431336873	1.44676642691599	6.15553183385865	2.7039676695448	4.43532236852498	3.79450906109633	4.9117428067312	7.43038824277752	4.49480137582241	5.53564161141693	4.09894834767838	2.95159468737831	3.17970691280935	0.476111032184676	2.88772254410282	3.54853828643307	2.75296087457126	4.49160058782536	4.7312642904026	4.29284765945152	2.77312695287936	1.69640953110525	5.30213738528613	5.21619366617537	3.15074103366473	3.60295972068621	4.68711894545067	4.76505807329767	4.58040231410189	3.90889312957238	2.59833114450027	4.97753426351968	3.94116893204055	3.78986908747946	2.62081923208479	5.31344420168361	3.01094052304733	5.59785071189984	4.97477484431883	3.05500572004209	6.18077593516836	4.13060868874262	2.67831741740118	3.17726286937693	1.94148456400511	3.91991018890472	3.91459071165009	1.91494952367781	4.72361444263475	5.86511615884945	3.07054325715727	2.10804789950235	7.23187973807778	4.42263990234038	3.60236152204256
Normal	READ	3.37448045316506	3.73290451675669	8.66046985472641	3.65143692767332	2.9664520187633	4.26647884654606	0.401619482619825	7.23500873011493	5.56059657917446	2.11804282871767	4.80273909272055	4.1783676482075	4.3519861308993	4.49351130640763	2.77419409416097	5.20480764057957	4.60148639131302	1.45469756918803	4.3295505365279	3.78671520310597	3.7291133152303	2.90997711589192	5.49235996029927	5.56211376805161	2.54124015906555	4.15428735458186	1.64889132558529	5.91520700259013	3.13189947954404	2.95346694330152	1.74675073397565	3.05588532647975	4.4452919983102	0.605035472325582	4.60560951788058	2.27976461489007	3.99466572497472	3.87783373065479	2.79098858661311	1.39286449411442	3.76136444477432	4.05102132876278	4.27245218070485	2.99745855509232	2.45049927715027	5.21380761369389	0.125590532884159	2.35220687093844	3.4007094454052	0.00144195847435361	2.90516653477486	4.93901455143696	3.73891665103872	3.15069712504016	7.81551851806335	3.99963382479336	3.76511621351273	4.73208223470556	5.93394336854725	3.3119194619882	4.99235111316779	2.99203638258397	2.52634848923405	1.41468553096629	4.8743450868476	4.5942962614544	1.31673683850666	5.84300513331577	4.93712815209621	2.67152899686501	1.68974474247356	5.62718862530531	3.11366441829977	2.25884084603682	1.84236434252067	3.21583744844432	4.82381158997367	4.02022170149274	2.83408606429471	2.21131419134198	3.80128331102219	4.77088599032959	3.24652935596071	2.36625592318609	2.04821714209418	4.84928753162552	7.03052750872899	3.46281569735282	5.20456440578175	3.00826785700827	1.99129979074268	3.6520355586304	1.32249066755675	5.57219649738329	2.87501800415095	4.419303200867	3.57480761961923	4.58864096252327	7.00145387177798	4.2468618800546	5.40163885305074	3.71598929466226	2.84518311263636	3.40070937856128	0.576281927335309	2.64867446376956	2.94502299961064	3.00559740051785	4.29797257775883	4.60527394116562	4.06314681589726	2.41034542677411	1.36233988760714	4.83799501746797	5.22461012901374	2.71498014731463	2.65098490176177	4.36673066511634	4.68961809705017	3.88715584112921	3.5844752970499	2.46620572956689	4.6415884361368	3.88277382532076	3.34284736362885	2.39396692730866	5.55306055272059	3.21115422911871	5.21940306518547	4.51736275939033	2.81476171532135	6.35251432321238	3.88128249434827	2.48696003394584	3.09779972027327	1.88398083168576	3.54236681243271	3.2965956739394	1.73158520895276	4.06399249745261	5.80621601371882	2.9884089852124	1.70534148716163	7.40245266239065	3.5790225451995	3.60419528696333
